rand_ind,ind_t,date,adr,p,n_killed,n_injured,city,state,LON,LAT,log_n_killed,log_n_injured,indegree,outdegree,state_indegree,state_outdegree,prox_indegree,prox_outdegree,rand_ind_t,null_indegree,null_outdegree,state_null_indegree,state_null_outdegree,dist_null_indegree,dist_null_outdegree
1728,938,2018-10-12,6500 block of W Charleston Blvd Las Vegas Nevada,0.4828313737302301,0,4,Las Vegas,Nevada,-115.2416595,36.1619946,0.0,1.6094379124341005,22,20,0,1,3,3,997,19,21,0,0,1,2
1729,482,2016-07-30,14699 Highway 17 Townsend (Eulonia) Georgia,0.5375278407684164,0,5,Townsend (Eulonia),Georgia,-77.71134709999998,34.3676883,0.0,1.791759469228055,26,26,1,1,1,0,998,19,19,0,2,2,0
1730,482,2016-07-30,5000 block of Kensington Ave Saint Louis Missouri,0.5375278407684164,0,5,Saint Louis,Missouri,-90.263571,38.6538856,0.0,1.791759469228055,28,24,0,1,3,2,998,19,19,1,2,4,2
1731,482,2016-07-30,10009 Chennault Beach Mukilteo Washington,1.178350206951907,3,1,Mukilteo,Washington,-122.3233588,47.9005474,1.3862943611198906,0.6931471805599453,27,25,1,0,1,0,998,19,19,0,0,0,0
1732,1182,2019-11-23,Depot St Tallulah Louisiana,1.0689760711085556,1,6,Tallulah,Louisiana,-91.1882611,32.408048,0.6931471805599453,1.9459101490553128,20,20,0,5,3,6,999,21,18,1,0,4,2
1733,1182,2019-11-23,833 S Spring St Los Angeles California,0.4828313737302301,0,4,Los Angeles,California,-118.2546953,34.042529200000004,0.0,1.6094379124341005,19,21,5,2,4,2,999,21,18,1,2,2,2
1734,765,2017-12-09,Proctor St Boston Massachusetts,0.4828313737302301,0,4,Boston,Massachusetts,-71.06916170000002,42.3269401,0.0,1.6094379124341005,19,19,0,0,0,1,1000,22,18,0,0,0,1
1735,498,2016-08-18,402 E Main Street Waterbury Connecticut,0.4828313737302301,0,4,Waterbury,Connecticut,-73.0339714,41.5541466,0.0,1.6094379124341005,24,29,0,2,3,8,1001,22,18,0,0,3,0
1736,13,2014-02-05,6740 N Clark St Chicago Illinois,0.9010913347279288,1,3,Chicago,Illinois,-87.6731401,42.0048278,0.6931471805599453,1.3862943611198906,18,23,2,1,4,7,1002,22,20,0,0,1,1
1737,1195,2019-12-15,600 block of 32nd St Columbus Georgia,0.9680344001221916,1,4,Columbus,Georgia,-84.9851066,32.4940719,0.6931471805599453,1.6094379124341005,21,21,0,1,3,3,1003,22,22,1,1,1,3
1738,474,2016-07-20,5100 block of E Hedges Ave Fresno California,0.4828313737302301,0,4,Fresno,California,-119.7205987,36.7593588,0.0,1.6094379124341005,33,21,4,0,4,0,1004,22,25,2,2,2,2
1739,536,2016-10-27,600 block of Moccasin Gap Road Jackson Georgia,1.1266065387038702,4,0,Jackson,Georgia,-83.9905366,33.3840103,1.6094379124341005,0.0,17,29,0,0,0,0,1005,21,25,2,0,3,2
1740,1146,2019-10-01,Leonor K. Sullivan Blvd and Poplar St Saint Louis Missouri,0.4828313737302301,0,4,Saint Louis,Missouri,-90.1861085,38.6192343,0.0,1.6094379124341005,25,24,2,2,3,4,1006,21,25,1,1,2,4
1741,391,2016-02-20,231 Co Rd 201 Iuka Mississippi,1.184916910403644,2,3,Iuka,Mississippi,-88.1405843,34.754264500000005,1.0986122886681098,1.3862943611198906,20,24,1,0,1,2,1007,20,22,0,1,2,1
1742,391,2016-02-20,446 S Parramore Ave Orlando Florida,0.4828313737302301,0,4,Orlando,Florida,-81.38921140000002,28.5366891,0.0,1.6094379124341005,21,23,3,2,3,2,1007,20,22,0,1,0,2
1743,391,2016-02-20,5581 Cracker Barrel Blvd Kalamazoo Michigan,1.6917207909391518,6,2,Kalamazoo,Michigan,-85.67474949999998,42.23649400000001,1.9459101490553128,1.0986122886681098,23,21,0,2,1,3,1007,20,22,0,0,4,4
1744,391,2016-02-20,200 block of Elm Street Bessemer Alabama,0.9010913347279288,1,3,Bessemer,Alabama,-86.97597040000002,33.3731712,0.6931471805599453,1.3862943611198906,22,22,1,0,2,1,1007,20,22,0,0,3,1
1745,391,2016-02-20,2810 E. Bearss Ave Tampa Florida,0.9010913347279288,1,3,Tampa,Florida,-82.4276378,28.0810757,0.6931471805599453,1.3862943611198906,24,20,4,1,4,1,1007,20,22,0,1,1,1
1746,715,2017-09-03,10100 block of S Firmona Ave Inglewood California,1.184916910403644,2,3,Inglewood,California,-118.3566749,33.9443865,1.0986122886681098,1.3862943611198906,22,25,3,1,1,1,1008,24,22,3,1,4,0
1747,276,2015-07-14,1100 block of Riverview Saint Louis Missouri,0.4828313737302301,0,4,Saint Louis,Missouri,-90.2361475,38.72270049999999,0.0,1.6094379124341005,28,26,0,2,3,3,1009,24,22,2,0,3,3
1748,759,2017-11-24,11618 Buckeye Rd Cleveland Ohio,1.0227308671603779,1,5,Cleveland,Ohio,-81.60217770000001,41.48071470000001,0.6931471805599453,1.791759469228055,24,18,3,1,4,4,1010,21,21,0,1,1,2
1749,759,2017-11-24,119 Martin Street Brookhaven Mississippi,1.0689760711085556,1,6,Brookhaven,Mississippi,-90.4406506,31.5790588,0.6931471805599453,1.9459101490553128,25,17,0,2,3,5,1010,21,21,1,0,2,4
1750,987,2019-01-13,2445 E Van Buren St Phoenix Arizona,1.0227308671603779,1,5,Phoenix,Arizona,-112.0280608,33.4510169,0.6931471805599453,1.791759469228055,15,24,1,0,1,0,1011,21,22,0,0,0,0
1751,686,2017-07-22,130 E Clifton Ave Cincinnati Ohio,0.5375278407684164,0,5,Cincinnati,Ohio,-84.51421059999998,39.1159489,0.0,1.791759469228055,27,20,1,0,4,3,1012,19,22,1,0,2,3
1752,1159,2019-10-22,7020 E Green Ave Oklahoma City (Midwest City) Oklahoma,0.9010913347279288,1,3,Oklahoma City (Midwest City),Oklahoma,-97.40509240000002,35.463375899999996,0.6931471805599453,1.3862943611198906,24,18,0,1,0,2,1013,18,24,0,0,0,1
1753,661,2017-06-08,3650 Franklin Ave New Orleans Louisiana,0.583773044716594,0,6,New Orleans,Louisiana,-90.05006619999996,29.996557799999998,0.0,1.9459101490553128,20,27,1,0,3,0,1014,18,24,0,3,1,2
1754,466,2016-07-07,2136 North Lobdell Avenue Baton Rouge Louisiana,0.4828313737302301,0,4,Baton Rouge,Louisiana,-91.1196945,30.467636100000004,0.0,1.6094379124341005,33,28,1,1,1,2,1015,18,23,1,2,2,2
1755,466,2016-07-07,536 Volunteer Pkwy Bristol Tennessee,0.9680344001221916,1,4,Bristol,Tennessee,-82.18610579999998,36.587176299999996,0.6931471805599453,1.6094379124341005,31,30,1,1,7,2,1015,18,23,0,1,2,5
1756,466,2016-07-07,800 Main St Dallas Texas,1.945007156357852,5,9,Dallas,Texas,-96.8046649,32.7789837,1.791759469228055,2.302585092994046,32,29,4,4,3,4,1015,18,23,0,2,1,2
1757,1205,2019-12-29,1803 block of Westview Ave Danville Illinois,0.5375278407684164,0,5,Danville,Illinois,-87.61460369999998,40.1554368,0.0,1.791759469228055,24,0,2,0,4,0,1016,20,21,0,0,4,4
1758,1205,2019-12-29,800 block of Allacante Dr Ceres California,0.5375278407684164,0,5,Ceres,California,-120.983186,37.5907841,0.0,1.791759469228055,22,2,3,0,3,0,1016,20,21,2,0,1,0
1759,1205,2019-12-29,50 block of Henrietta Ave Buffalo New York,0.9010913347279288,1,3,Buffalo,New York,-78.89991850000001,42.956435600000006,0.6931471805599453,1.3862943611198906,23,1,0,0,0,0,1016,20,21,0,0,1,0
1760,1028,2019-04-07,3600 block of Roosevelt Ave Indianapolis Indiana,1.0986122886681096,2,2,Indianapolis,Indiana,-86.10524050000002,39.8001297,1.0986122886681098,1.0986122886681098,24,23,0,0,3,3,1017,22,19,0,0,5,3
1761,1028,2019-04-07,515 N Cherry St Winston Salem (Winston-salem) North Carolina,0.6238324625039507,0,7,Winston Salem (Winston-salem),North Carolina,-80.24706440000001,36.1002292,0.0,2.079441541679836,23,24,0,1,2,1,1017,22,19,0,1,1,2
1762,1028,2019-04-07,940 N Pine St Wilmington Delaware,0.583773044716594,0,6,Wilmington,Delaware,-75.54153199999998,39.7428375,0.0,1.9459101490553128,22,25,0,0,3,4,1017,22,19,0,0,0,4
1763,1028,2019-04-07,433 Flournoy Lucas Rd Shreveport Louisiana,0.4828313737302301,0,4,Shreveport,Louisiana,-93.7670301,32.389084999999994,0.0,1.6094379124341005,21,26,0,0,1,1,1017,22,19,2,1,3,0
1764,1097,2019-07-16,6989 San Pedro Ave San Antonio Texas,0.4828313737302301,0,4,San Antonio,Texas,-98.49987540000001,29.507607300000004,0.0,1.6094379124341005,28,25,3,2,2,0,1018,25,19,1,1,1,1
1765,645,2017-05-09,1900 block of S. Boeke Kansas City Kansas,1.178350206951907,3,1,Kansas City,Kansas,-94.632859,39.065917999999996,1.3862943611198906,0.6931471805599453,28,23,1,0,1,3,1019,25,20,0,0,2,0
1766,820,2018-04-08,1300 block of NW 63rd Terrace Miami Florida,1.0986122886681096,2,2,Miami,Florida,-80.2187766,25.8336233,1.0986122886681098,1.0986122886681098,19,22,2,2,0,2,1020,25,19,2,0,2,0
1767,820,2018-04-08,247 1st Ave NW Hickory North Carolina,0.9010913347279288,1,3,Hickory,North Carolina,-81.3413595,35.7330408,0.6931471805599453,1.3862943611198906,20,21,1,3,1,4,1020,25,19,1,0,2,2
1768,986,2019-01-06,1300 block of W College Blvd Roswell New Mexico,0.4828313737302301,0,4,Roswell,New Mexico,-104.53966240000001,33.4085055,0.0,1.6094379124341005,15,23,0,0,0,0,1021,22,19,0,1,0,1
1769,95,2014-07-28,4900 block of North Front Street Philadelphia Pennsylvania,0.9680344001221916,1,4,Philadelphia,Pennsylvania,-75.123901,40.024744399999996,0.6931471805599453,1.6094379124341005,19,26,1,2,4,6,1022,22,19,0,2,1,5
1770,336,2015-10-18,2600 block of Caffin Avenue New Orleans Louisiana,0.4828313737302301,0,4,New Orleans,Louisiana,-90.011173,29.97719600000001,0.0,1.6094379124341005,25,16,1,1,0,1,1023,22,21,3,0,3,0
1771,1074,2019-06-17,E Market St and Tower of the Americas Way San Antonio Texas,0.4828313737302301,0,4,San Antonio,Texas,-98.4810022,29.421397100000004,0.0,1.6094379124341005,27,33,2,2,2,1,1024,21,20,2,0,1,0
1772,1074,2019-06-17,2872 Coach Dr Memphis Tennessee,0.5375278407684164,0,5,Memphis,Tennessee,-89.92514299999998,35.20404979999999,0.0,1.791759469228055,26,34,1,0,1,1,1024,21,20,1,1,0,2
1773,696,2017-08-02,900 block of N Broadway Baltimore Maryland,0.4828313737302301,0,4,Baltimore,Maryland,-76.59475390000001,39.3005881,0.0,1.6094379124341005,22,24,0,1,5,12,1025,22,21,0,1,2,7
1774,102,2014-08-08,3426 Vassar NE Albuquerque New Mexico,0.9010913347279288,1,3,Albuquerque,New Mexico,-106.614901,35.1194254,0.6931471805599453,1.3862943611198906,22,26,0,0,0,0,1026,22,21,1,0,1,0
1775,102,2014-08-08,3000 block of N. 28th Street  Milwaukee Wisconsin,0.4828313737302301,0,4,Milwaukee,Wisconsin,-87.9483186,43.073507899999996,0.0,1.6094379124341005,24,24,0,0,1,1,1026,22,21,0,0,2,2
1776,102,2014-08-08,Second Street and Todd Place NE Washington District of Columbia,0.4828313737302301,0,4,Washington,District of Columbia,-77.00122549999998,38.9135345,0.0,1.6094379124341005,23,25,0,1,6,3,1026,22,21,0,3,3,8
1777,168,2014-12-23,260 Oxford Drive Winchester Kentucky,0.9010913347279288,1,3,Winchester,Kentucky,-84.2094759,38.00357839999999,0.6931471805599453,1.3862943611198906,20,17,0,0,1,2,1027,24,21,0,0,4,4
1778,535,2016-10-25,3300 block of Riverside Dr Dayton Ohio,0.9010913347279288,1,3,Dayton,Ohio,-84.2076175,39.7995186,0.6931471805599453,1.3862943611198906,18,27,0,2,5,5,1028,24,20,0,1,4,5
1779,535,2016-10-25,830 Campbell Avenue Southeast Roanoke Virginia,1.184916910403644,2,3,Roanoke,Virginia,-79.93063850000001,37.273144200000004,1.0986122886681098,1.3862943611198906,17,28,0,0,0,1,1028,24,20,0,0,6,6
1780,941,2018-10-15,1075 Carters Creek Pike Columbia Tennessee,1.2542316284596384,5,0,Columbia,Tennessee,-87.01602319999998,35.728724299999996,1.791759469228055,0.0,22,18,1,1,2,2,1029,23,20,1,0,2,1
1781,51,2014-05-17,2200 block of Adams Place NE Washington District of Columbia,0.5375278407684164,0,5,Washington,District of Columbia,-76.97487989999998,38.9192532,0.0,1.791759469228055,18,19,1,0,1,1,1030,21,21,1,2,5,7
1782,51,2014-05-17,84000 block of Pedro Drive Coachella California,0.9010913347279288,1,3,Coachella,California,-116.18875729999999,33.6851422,0.6931471805599453,1.3862943611198906,19,18,2,4,1,3,1030,21,21,0,4,0,1
1783,949,2018-10-29,3252 Mission Inn Ave Riverside California,0.6238324625039507,0,7,Riverside,California,-117.3691,33.98023,0.0,2.079441541679836,21,17,2,5,2,4,1031,19,21,1,3,1,0
1784,508,2016-09-05,2700 block of W Lexington Ave Chicago Illinois,1.184916910403644,2,3,Chicago,Illinois,-87.69373,41.872262,1.0986122886681098,1.3862943611198906,27,27,2,1,3,5,1032,19,20,0,3,2,3
1785,508,2016-09-05,600 block of Moss Street Reading Pennsylvania,0.4828313737302301,0,4,Reading,Pennsylvania,-75.918871,40.3444895,0.0,1.6094379124341005,26,28,0,3,8,6,1032,19,20,1,2,4,6
1786,403,2016-03-09,1304 Franklin Ave Pittsburgh Pennsylvania,1.6701199367956057,5,3,Pittsburgh,Pennsylvania,-79.8729304,40.4381811,1.791759469228055,1.3862943611198906,24,24,0,1,3,2,1033,20,20,2,1,6,6
1787,561,2016-12-01,,0.9010913347279288,1,3,Clearlake Oaks,California,-84.389488,33.791638,0.6931471805599453,1.3862943611198906,22,24,4,3,0,4,1034,19,20,2,2,1,0
1788,697,2017-08-03,3426 18th St NE Washington District of Columbia,0.9010913347279288,1,3,Washington,District of Columbia,-76.9800126,38.932737100000004,0.6931471805599453,1.3862943611198906,21,24,0,0,5,11,1035,19,23,2,1,7,7
1789,898,2018-08-11,4050 E 100th Ave Thornton Colorado,0.9010913347279288,1,3,Thornton,Colorado,-104.9391135,39.8771092,0.6931471805599453,1.3862943611198906,30,20,0,0,0,0,1036,19,21,0,0,0,0
1790,898,2018-08-11,1280 Summit St Columbus Ohio,0.4828313737302301,0,4,Columbus,Ohio,-83.00083269999998,39.989038,0.0,1.6094379124341005,32,18,1,1,3,2,1036,19,21,1,0,3,1
1791,898,2018-08-11,Geneva St and Mission St San Francisco California,0.9680344001221916,1,4,San Francisco,California,-122.4410222,37.716494,0.6931471805599453,1.6094379124341005,31,19,3,1,1,1,1036,19,21,3,1,0,1
1792,197,2015-02-17,7900 Scott Hamilton Little Rock Arkansas,0.9010913347279288,1,3,Little Rock,Arkansas,-92.3203455,34.6774208,0.6931471805599453,1.3862943611198906,15,16,0,0,2,2,1037,21,21,0,0,1,3
1793,885,2018-07-21,1000 block of Dundalk Ave Baltimore Maryland,0.4828313737302301,0,4,Baltimore,Maryland,-76.536856,39.2823865,0.0,1.6094379124341005,25,31,1,0,8,3,1038,20,20,1,2,7,7
1794,885,2018-07-21,3100 block of W Fulton St Chicago Illinois,1.3065564428360932,2,5,Chicago,Illinois,-87.70399739999998,41.8867864,1.0986122886681098,1.791759469228055,24,32,0,9,1,12,1038,20,20,1,2,3,3
1795,882,2018-07-16,300 block of 53rd St NE Washington District of Columbia,0.9680344001221916,1,4,Washington,District of Columbia,-76.92511440000001,38.894014500000004,0.6931471805599453,1.6094379124341005,24,29,1,0,7,3,1039,21,19,3,0,7,6
1796,882,2018-07-16,2100 block of N 4th St Philadelphia Pennsylvania,0.9680344001221916,1,4,Philadelphia,Pennsylvania,-75.1403838,39.9826718,0.6931471805599453,1.6094379124341005,22,31,0,1,7,4,1039,21,19,2,0,6,5
1797,882,2018-07-16,2100 block of W 28th St Palm Beach Gardens (Riviera Beach) Florida,1.2518599757979068,2,4,Palm Beach Gardens (Riviera Beach),Florida,-80.08764790000002,26.7844445,1.0986122886681098,1.6094379124341005,23,30,2,0,2,0,1039,21,19,0,3,0,3
1798,462,2016-06-30,9500 block of South Loomis Street Chicago Illinois,0.9680344001221916,1,4,Chicago,Illinois,-87.65790109999998,41.7210951,0.6931471805599453,1.6094379124341005,30,33,5,2,5,5,1040,21,22,2,2,3,4
1799,880,2018-07-14,9500 block of Fort Foote Rd Fort Washington Maryland,0.4828313737302301,0,4,Fort Washington,Maryland,-77.0230145,38.75895420000001,0.0,1.6094379124341005,23,25,2,1,8,5,1041,21,24,1,1,8,5
1800,1114,2019-08-11,3500 block of W Lake St Chicago Illinois,0.583773044716594,0,6,Chicago,Illinois,-87.7137403,41.8849698,0.0,1.9459101490553128,24,20,5,1,6,1,1042,20,24,3,2,3,4
1801,936,2018-10-06,Williams St and Telegraph Ave Oakland California,0.583773044716594,0,6,Oakland,California,-122.2697388,37.80894970000001,0.0,1.9459101490553128,21,21,3,2,1,1,1043,20,22,4,2,1,1
1802,936,2018-10-06,6802 Cullen Blvd Houston Texas,0.9010913347279288,1,3,Houston,Texas,-95.3539064,29.6892712,0.6931471805599453,1.3862943611198906,22,20,0,2,0,2,1043,20,22,0,1,0,0
1803,936,2018-10-06,9453 E 31st St Tulsa Oklahoma,0.4828313737302301,0,4,Tulsa,Oklahoma,-95.86941540000001,36.119344399999996,0.0,1.6094379124341005,23,19,0,0,0,1,1043,20,22,0,0,1,2
1804,176,2015-01-06,1300 block of NW 62nd Street Miami Florida,0.9010913347279288,1,3,Miami,Florida,-80.2187975,25.8313522,0.6931471805599453,1.3862943611198906,19,17,1,1,1,1,1044,21,23,1,3,1,3
1805,594,2017-02-06,11th Street Yazoo City Mississippi,1.1266065387038702,4,0,Yazoo City,Mississippi,-90.4005548,32.8608092,1.6094379124341005,0.0,24,21,2,2,6,6,1045,21,24,0,1,1,4
1806,560,2016-11-30,2901 Garrison Blvd Baltimore Maryland,1.2518599757979068,2,4,Baltimore,Maryland,-76.6770866,39.3208039,1.0986122886681098,1.6094379124341005,22,23,0,1,1,5,1046,20,28,2,0,6,5
1807,646,2017-05-10,300 block of Centre St Trenton New Jersey,0.9010913347279288,1,3,Trenton,New Jersey,-74.7594865,40.209726,0.6931471805599453,1.3862943611198906,23,23,1,1,4,4,1047,20,29,0,3,6,6
1808,995,2019-01-26,300 block of W Roosevelt Albany Georgia,0.4828313737302301,0,4,Albany,Georgia,-84.15484529999998,31.5814776,0.0,1.6094379124341005,24,17,1,0,4,1,1048,20,26,0,3,0,5
1809,995,2019-01-26,42350 Church Point Rd Gonzales Louisiana,1.2542316284596384,5,0,Gonzales,Louisiana,-90.8928986,30.2405151,1.791759469228055,0.0,23,18,0,2,0,3,1048,20,26,0,0,1,1
1810,995,2019-01-26,2957 N Sherman Dr Indianapolis Indiana,0.5375278407684164,0,5,Indianapolis,Indiana,-86.10234709999996,39.810224700000006,0.0,1.791759469228055,22,19,0,1,2,3,1048,20,26,0,0,4,5
1811,995,2019-01-26,612 Bergen St Newark New Jersey,0.9010913347279288,1,3,Newark,New Jersey,-74.19922690000001,40.723135,0.6931471805599453,1.3862943611198906,21,20,0,0,2,2,1048,20,26,1,2,7,5
1812,195,2015-02-09,9552 Adler Street New Port Richey Florida,1.178350206951907,3,1,New Port Richey,Florida,-82.617077,28.296371999999998,1.3862943611198906,0.6931471805599453,16,16,0,2,0,2,1049,23,26,2,3,3,3
1813,769,2017-12-16,Ferguson Rd Mc Cool (Mccool) Mississippi,0.4828313737302301,0,4,Mc Cool (Mccool),Mississippi,-89.34507029999996,33.2020707,0.0,1.6094379124341005,15,20,1,2,2,9,1050,21,29,1,0,3,3
1814,164,2014-12-16,Anna Street Elizabeth New Jersey,0.4828313737302301,0,4,Elizabeth,New Jersey,-74.20323020000002,40.6684438,0.0,1.6094379124341005,19,19,1,0,4,1,1051,21,29,2,1,7,4
1815,204,2015-03-01,4900 block of Steyr Street Orange County Florida,0.4828313737302301,0,4,Orange County,Florida,-81.4441252,28.4520588,0.0,1.6094379124341005,16,16,2,1,2,1,1052,20,28,3,3,3,3
1816,204,2015-03-01,9855 Chalmers St Detroit Michigan,1.0227308671603779,1,5,Detroit,Michigan,-82.9693369,42.4119489,0.6931471805599453,1.791759469228055,15,17,0,0,1,1,1052,20,28,0,0,3,6
1817,675,2017-07-01,3200 Humboldt Ave Oakland California,0.4828313737302301,0,4,Oakland,California,-122.2067575,37.7920597,0.0,1.6094379124341005,27,28,1,1,1,0,1053,19,26,1,2,1,1
1818,675,2017-07-01,Lincoln Park and Pennsylvania Avenue Newark New Jersey,1.0986122886681096,2,2,Newark,New Jersey,-74.1796367,40.7258888,1.0986122886681098,1.0986122886681098,28,27,1,2,8,3,1053,19,26,3,0,5,3
1819,675,2017-07-01,2727 S 13000 Rd E Momence Illinois,0.4828313737302301,0,4,Momence,Illinois,-87.6198026,41.08524120000001,0.0,1.6094379124341005,29,26,4,4,7,8,1053,19,26,2,4,3,7
1820,675,2017-07-01,220 W 6th St Little Rock Arkansas,0.9774289614064446,0,25,Little Rock,Arkansas,-92.27326190000001,34.743509499999995,0.0,3.258096538021482,30,25,0,0,1,0,1053,19,26,0,0,3,2
1821,327,2015-09-27,1700 E. 18th St. Kansas City Missouri,0.4828313737302301,0,4,Kansas City,Missouri,-94.5619258,39.091355,0.0,1.6094379124341005,23,23,0,0,1,0,1054,22,25,0,0,1,1
1822,327,2015-09-27,1140 Hill Haven Road Greenville Georgia,0.7193685818395111,0,10,Greenville,Georgia,-84.72171970000002,33.038321,0.0,2.3978952727983707,25,21,2,1,2,3,1054,22,25,1,2,1,3
1823,327,2015-09-27,5200 block of South Justine Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.6636807,41.7993886,0.0,1.6094379124341005,24,22,4,4,7,6,1054,22,25,2,3,4,5
1824,220,2015-03-26,3100 block of Redwood Amarillo Texas,0.4828313737302301,0,4,Amarillo,Texas,-101.82384959999999,35.2446394,0.0,1.6094379124341005,16,26,1,2,1,0,1055,24,25,1,2,0,0
1825,563,2016-12-03,91st Street and Western Avenue Los Angeles California,0.583773044716594,0,6,Los Angeles,California,-118.30901840000001,33.9545261,0.0,1.9459101490553128,20,27,4,2,3,1,1056,24,25,2,1,0,1
1826,502,2016-08-27,1900 block of NW 83rd Terr Miami Florida,1.2518599757979068,2,4,Miami,Florida,-80.2298004,25.8505091,1.0986122886681098,1.6094379124341005,26,30,2,3,0,3,1057,22,27,3,2,3,2
1827,502,2016-08-27,3810 7th Ave Bessemer (Brighton) Alabama,1.0689760711085556,1,6,Bessemer (Brighton),Alabama,-86.9504003,33.4411578,0.6931471805599453,1.9459101490553128,27,29,1,1,2,2,1057,22,27,0,1,4,5
1828,505,2016-08-30,6800 block of South Ashland Chicago (Englewood) Illinois,0.4828313737302301,0,4,Chicago (Englewood),Illinois,-87.664355,41.7698662,0.0,1.6094379124341005,26,28,1,2,2,6,1058,23,27,2,2,4,6
1829,505,2016-08-30,400 Merritts Avenue NE Atlanta Georgia,0.4828313737302301,0,4,Atlanta,Georgia,-84.3745349,33.7690479,0.0,1.6094379124341005,27,27,0,0,2,0,1058,23,27,2,1,3,2
1830,271,2015-07-04,Dewey Avenue Pittsfield Massachusetts,0.9680344001221916,1,4,Pittsfield,Massachusetts,-73.260351,42.454233,0.6931471805599453,1.6094379124341005,23,32,1,0,8,3,1059,24,23,0,0,4,2
1831,271,2015-07-04,Bellevue and Rich Street Syracuse New York,0.4828313737302301,0,4,Syracuse,New York,-76.16124520000002,43.0333763,0.0,1.6094379124341005,22,33,2,1,6,4,1059,24,23,0,1,5,1
1832,271,2015-07-04,2600 Douglas Place SE Washington District of Columbia,0.9010913347279288,1,3,Washington,District of Columbia,-76.97733769999998,38.8515678,0.6931471805599453,1.3862943611198906,25,30,0,0,7,7,1059,24,23,0,1,5,3
1833,271,2015-07-04,2500 block of West Broadway Louisville Kentucky,0.4828313737302301,0,4,Louisville,Kentucky,-85.7936515,38.249070399999994,0.0,1.6094379124341005,24,31,1,1,4,6,1059,24,23,0,0,2,5
1834,271,2015-07-04,1100 block of West Avenue San Antonio Texas,0.4828313737302301,0,4,San Antonio,Texas,-98.52599350000001,29.472001399999996,0.0,1.6094379124341005,21,34,0,1,0,0,1059,24,23,1,1,0,1
1835,433,2016-05-14,Cordova and Peoples Street Atlanta Georgia,0.5375278407684164,0,5,Atlanta,Georgia,-84.42049399999998,33.73863529999999,0.0,1.791759469228055,27,25,1,2,6,3,1060,28,24,3,0,4,1
1836,433,2016-05-14,2337 Washington St W Charleston West Virginia,0.9010913347279288,1,3,Charleston,West Virginia,-81.6759837,38.376858500000004,0.6931471805599453,1.3862943611198906,26,26,0,0,3,0,1060,28,24,0,0,1,3
1837,636,2017-04-26,SW 264th St and 139th Ave Miami Florida,0.4828313737302301,0,4,Miami,Florida,-80.4166961,25.5217591,0.0,1.6094379124341005,28,24,3,3,3,1,1061,29,25,3,1,3,0
1838,41,2014-04-25,2000 Chelsea Avenue Memphis Tennessee,1.184916910403644,2,3,Memphis,Tennessee,-89.9906671,35.173437299999996,1.0986122886681098,1.3862943611198906,22,19,1,1,0,2,1062,26,28,0,2,3,2
1839,328,2015-09-28,1921 Oakridge Dayton Ohio,0.4828313737302301,0,4,Dayton,Ohio,-84.23580340000002,39.75841390000001,0.0,1.6094379124341005,24,21,0,1,7,6,1063,26,25,0,2,6,8
1840,328,2015-09-28,5300 block of South Aberdeen Street Chicago Illinois,1.184916910403644,2,3,Chicago,Illinois,-87.65289,41.797707,1.0986122886681098,1.3862943611198906,25,20,5,3,8,5,1063,26,25,3,1,5,6
1841,328,2015-09-28,300 block of West 42nd Street Chicago Illinois,1.2999897393843562,3,2,Chicago,Illinois,-87.6337728,41.8184212,1.3862943611198906,1.0986122886681098,26,19,6,2,9,3,1063,26,25,3,1,6,4
1842,328,2015-09-28,1800 block of Hewitt Avenue Cincinnati (Evanston) Ohio,0.5375278407684164,0,5,Cincinnati (Evanston),Ohio,-84.4719926,39.13738970000001,0.0,1.791759469228055,27,18,1,0,6,4,1063,26,25,0,2,7,4
1843,445,2016-06-06,33 60 South Fairway Street Visalia California,0.4828313737302301,0,4,Visalia,California,-119.3104233,36.3004588,0.0,1.6094379124341005,26,34,2,4,3,4,1064,29,25,2,1,2,2
1844,223,2015-04-03,300 block of Henry Butts Drive Daytona Beach Florida,0.4828313737302301,0,4,Daytona Beach,Florida,-81.0275449,29.204212599999998,0.0,1.6094379124341005,16,29,2,0,1,0,1065,29,25,3,0,2,0
1845,799,2018-02-17,3188 N Watkins Ave Memphis Tennessee,0.5375278407684164,0,5,Memphis,Tennessee,-90.0031329,35.21270029999999,0.0,1.791759469228055,17,18,0,0,3,0,1066,28,24,1,1,3,1
1846,799,2018-02-17,1615 Minnesota Kansas City Kansas,1.1090354888959124,1,7,Kansas City,Kansas,-94.6477391,39.1153051,0.6931471805599453,2.079441541679836,18,17,0,0,1,0,1066,28,24,0,1,1,1
1847,630,2017-04-09,9439 Lima Rd Fort Wayne Indiana,0.9010913347279288,1,3,Fort Wayne,Indiana,-85.16695179999998,41.169445700000004,0.6931471805599453,1.3862943611198906,25,29,0,1,9,6,1067,26,24,0,0,7,4
1848,630,2017-04-09,3100 block of Fidelia Drive San Antonio Texas,0.9010913347279288,1,3,San Antonio,Texas,-98.5604275,29.309234399999998,0.6931471805599453,1.3862943611198906,26,28,3,1,2,0,1067,26,24,2,2,1,2
1849,761,2017-12-02,5200 Woodward Avenue Detroit Michigan,0.4828313737302301,0,4,Detroit,Michigan,-83.06436550000002,42.359442200000004,0.0,1.6094379124341005,24,17,1,0,6,3,1068,25,24,0,0,6,3
