ind,ind_t,date,adr,p,n_killed,n_injured,city,state,LON,LAT,log_n_killed,log_n_injured,indegree,outdegree,state_indegree,state_outdegree,prox_indegree,prox_outdegree,rand_ind_t
939,549,2016-11-12,21st St and Cleveland Ave Kansas City Missouri,0.9010913347279288,1,3,Kansas City,Missouri,-94.5382339,39.08622370000001,0.6931471805599453,1.3862943611198906,28,21,0,1,0,1,325
940,549,2016-11-12,8600 block of Ardith Drive Sacramento California,1.022730867160378,1,5,Sacramento,California,-121.3840833,38.456391,0.6931471805599453,1.791759469228055,29,20,3,4,1,0,325
941,550,2016-11-13,Conley Street and South Ivey Lane Orlando Florida,0.4828313737302301,0,4,Orlando,Florida,-81.43433770000001,28.5325363,0.0,1.6094379124341005,29,20,2,2,2,2,384
942,550,2016-11-13,3800 block of Marlborough Avenue San Diego California,1.2999897393843562,3,2,San Diego,California,-117.1057279,32.7477854,1.3862943611198906,1.0986122886681098,30,19,4,4,2,3,384
943,550,2016-11-13,8000 Midcrown San Antonio Texas,0.4828313737302301,0,4,San Antonio,Texas,-98.3800289,29.507477500000004,0.0,1.6094379124341005,31,18,4,1,4,1,384
944,550,2016-11-13,5105 Cleveland Rd Jacksonville Florida,1.2999897393843562,3,2,Jacksonville,Florida,-81.70597509999997,30.364945,1.3862943611198906,1.0986122886681098,32,17,3,1,1,0,384
945,551,2016-11-17,160 Longfellow Dyersburg Tennessee,1.1090354888959124,1,7,Dyersburg,Tennessee,-89.36445599999998,36.030066,0.6931471805599453,2.0794415416798357,31,17,2,0,3,2,250
946,552,2016-11-18,5000 block of W Wabansia Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.75120090000001,41.9116011,0.0,1.6094379124341005,29,18,3,1,4,1,1173
947,553,2016-11-22,1068 Harlem Academy Ave Clewiston Florida,0.9680344001221916,1,4,Clewiston,Florida,-80.95310529999998,26.7371249,0.6931471805599453,1.6094379124341005,25,21,3,1,2,1,157
948,554,2016-11-23,928 Cross Road Olive Branch Mississippi,0.4828313737302301,0,4,Olive Branch,Mississippi,-89.82953149999999,34.9617604,0.0,1.6094379124341005,25,21,0,0,4,0,749
949,555,2016-11-24,77 Central Ave Albany New York,0.9010913347279288,1,3,Albany,New York,-73.76587339999998,42.6591954,0.6931471805599453,1.3862943611198906,25,22,0,1,3,2,1101
950,555,2016-11-24,4501 W Broadway Louisville Kentucky,1.2518599757979068,2,4,Louisville,Kentucky,-85.8277931,38.2507312,1.0986122886681098,1.6094379124341005,26,21,0,0,1,0,1101
951,556,2016-11-25,Magnolia St and Felicity St New Orleans Louisiana,0.4828313737302301,0,4,New Orleans,Louisiana,-90.08645,29.944205,0.0,1.6094379124341005,26,22,0,1,0,1,767
952,557,2016-11-26,8800 block of S Exchange Ave Chicago Illinois,1.022730867160378,1,5,Chicago,Illinois,-87.5530568,41.7353719,0.6931471805599453,1.791759469228055,25,23,3,4,3,4,180
953,558,2016-11-27,Gregory and Prospect Kansas City Missouri,0.6238324625039507,0,7,Kansas City,Missouri,-94.5568984,38.9980331,0.0,2.0794415416798357,25,24,1,0,1,0,1080
954,558,2016-11-27,100 block of Bourbon Street New Orleans Louisiana,1.1759785542901753,1,9,New Orleans,Louisiana,-90.06918780000002,29.95420630000001,0.6931471805599453,2.302585092994046,26,23,1,0,1,0,1080
955,559,2016-11-28,300 block of West 2nd Street San Pedro California,0.4828313737302301,0,4,San Pedro,California,-118.283535,33.7423785,0.0,1.6094379124341005,22,25,2,5,1,3,227
956,559,2016-11-28,1067 McDonald Avenue Wilmington California,0.4828313737302301,0,4,Wilmington,California,-118.2715054,33.7843593,0.0,1.6094379124341005,23,24,3,4,2,2,227
957,559,2016-11-28,1840 West Palma Vista Drive Mission (Palmview) Texas,0.9010913347279288,1,3,Mission (Palmview),Texas,-98.3785397,26.2340715,0.6931471805599453,1.3862943611198906,24,23,3,1,1,0,227
958,560,2016-11-30,2901 Garrison Blvd Baltimore Maryland,1.2518599757979068,2,4,Baltimore,Maryland,-76.6770866,39.3208039,1.0986122886681098,1.6094379124341005,22,23,0,1,1,5,1046
959,561,2016-12-01,,0.9010913347279288,1,3,Clearlake Oaks,California,-84.389488,33.791638,0.6931471805599453,1.3862943611198906,22,24,4,3,0,4,1034
960,562,2016-12-02,3 1st Ave Bloomfield New Jersey,0.583773044716594,0,6,Bloomfield,New Jersey,-74.1888347,40.7700508,0.0,1.9459101490553128,22,25,0,0,3,4,721
961,563,2016-12-03,91st Street and Western Avenue Los Angeles California,0.583773044716594,0,6,Los Angeles,California,-118.3090184,33.9545261,0.0,1.9459101490553128,20,27,4,2,3,1,1056
962,564,2016-12-05,1532 Stagecoach Lane Albuquerque New Mexico,1.3345506928718538,4,1,Albuquerque,New Mexico,-106.4909978,35.0482007,1.6094379124341005,0.6931471805599453,17,27,0,0,0,0,0
963,565,2016-12-09,842 Fresno Street Fresno California,0.4828313737302301,0,4,Fresno,California,-119.8034648,36.7276816,0.0,1.6094379124341005,17,27,4,2,3,2,444
964,565,2016-12-09,15300 block of Market Channelview Texas,1.1266065387038702,4,0,Channelview,Texas,-95.1146533,29.7760599,1.6094379124341005,0.0,18,26,1,3,0,3,444
965,566,2016-12-11,1200 block of East Highland Ave Rocky Mount North Carolina,0.4828313737302301,0,4,Rocky Mount,North Carolina,-77.7797605,35.9468943,0.0,1.6094379124341005,18,27,0,3,1,4,676
966,566,2016-12-11,3916 South Hanover Street Baltimore Maryland,0.5375278407684164,0,5,Baltimore,Maryland,-76.61171139999998,39.2349403,0.0,1.791759469228055,19,26,1,0,3,2,676
967,566,2016-12-11,4305 N Pine Hills Rd Orlando (Pine Hills) Florida,0.9680344001221916,1,4,Orlando (Pine Hills),Florida,-81.4507728,28.595969300000004,0.6931471805599453,1.6094379124341005,20,25,1,2,1,3,676
968,566,2016-12-11,192 Knickerbocker Ave Brooklyn New York,0.4828313737302301,0,4,Brooklyn,New York,-73.92718740000002,40.7035537,0.0,1.6094379124341005,21,24,1,1,4,2,676
969,567,2016-12-12,4800 block of Myrtle Avenue Sacramento California,0.9010913347279288,1,3,Sacramento,California,-121.35276090000002,38.6530874,0.6931471805599453,1.3862943611198906,21,24,5,2,1,0,730
970,568,2016-12-16,4300 block of South Rockwell Chicago Illinois,1.0986122886681096,2,2,Chicago,Illinois,-87.6895198,41.8156081,1.0986122886681098,1.0986122886681098,21,25,1,5,1,6,833
971,568,2016-12-16,13th and South Kedzie Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.70594489999998,41.8805157,0.0,1.6094379124341005,22,24,2,4,2,5,833
972,569,2016-12-17,4115 N. Tryon Street Charlotte North Carolina,0.4828313737302301,0,4,Charlotte,North Carolina,-80.7965217,35.2579791,0.0,1.6094379124341005,21,25,1,2,2,2,739
973,569,2016-12-17,100 block of W 105th St Chicago (Roseland) Illinois,1.2542316284596384,5,0,Chicago (Roseland),Illinois,-87.625945,41.7035033,1.791759469228055,0.0,22,24,3,3,3,4,739
974,570,2016-12-23,4900 block of W Hubbard Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.7482263,41.8888521,0.0,1.6094379124341005,22,25,4,2,4,3,509
975,570,2016-12-23,3813 Richard Arrington Boulevard North Birmingham Alabama,0.9010913347279288,1,3,Birmingham,Alabama,-86.78253930000002,33.5383163,0.6931471805599453,1.3862943611198906,23,24,0,1,1,3,509
976,571,2016-12-24,2241 Banks Lane East Wilson North Carolina,1.1266065387038702,4,0,Wilson,North Carolina,-77.87302690000001,35.73131989999999,1.6094379124341005,0.0,23,25,2,1,2,1,1133
977,571,2016-12-24,490 K Ford Rd Madison North Carolina,0.6238324625039507,0,7,Madison,North Carolina,-79.99759159999998,36.4370639,0.0,2.0794415416798357,24,24,3,0,3,0,1133
978,572,2016-12-25,4 North 3rd Avenue Mount Vernon New York,1.022730867160378,1,5,Mount Vernon,New York,-73.83670440000002,40.91249970000001,0.6931471805599453,1.791759469228055,23,25,1,0,4,2,571
979,572,2016-12-25,858 US-231 Ozark Alabama,0.4828313737302301,0,4,Ozark,Alabama,-85.6617491,31.4498175,0.0,1.6094379124341005,24,24,1,0,2,2,571
980,572,2016-12-25,8600 block of S Maryland Ave Chicago Illinois,1.4532374265141534,3,4,Chicago,Illinois,-87.60388379999998,41.73833459999999,1.3862943611198906,1.6094379124341005,25,23,4,1,4,2,571
981,573,2016-12-28,2914 10th Street Columbus Georgia,0.9680344001221916,1,4,Columbus,Georgia,-84.948577,32.464807,0.6931471805599453,1.6094379124341005,23,25,0,2,3,2,655
982,574,2016-12-30,95 S Turnpike Rd Wallingford Connecticut,1.1849169104036439,2,3,Wallingford,Connecticut,-72.8451887,41.4494322,1.0986122886681098,1.3862943611198906,23,27,0,0,3,1,1074
983,574,2016-12-30,3230 Possum Run Rd Mansfield Ohio,0.5375278407684164,0,5,Mansfield,Ohio,-82.49780009999998,40.6711999,0.0,1.791759469228055,24,26,0,0,0,1,1074
984,575,2016-12-31,3704 Fannin Street Houston Texas,0.9010913347279288,1,3,Houston,Texas,-95.3790282,29.7379961,0.6931471805599453,1.3862943611198906,24,26,1,4,1,4,269
985,575,2016-12-31,27 Briarwood Ct Lenox (El Dorado) Georgia,1.0986122886681096,2,2,Lenox (El Dorado),Georgia,-83.4648845,31.2715768,1.0986122886681098,1.0986122886681098,25,25,1,2,3,2,269
986,576,2017-01-01,8000 block of NW 14th Ave Miami Florida,0.6238324625039507,0,7,Miami,Florida,-80.2216086,25.8482844,0.0,2.0794415416798357,25,25,1,3,1,3,800
987,576,2017-01-01,9220 Skillman Street Dallas Texas,0.9010913347279288,1,3,Dallas,Texas,-96.7143254,32.9021992,0.6931471805599453,1.3862943611198906,26,24,2,3,2,2,800
988,576,2017-01-01,114 North Greyer Street Winstonville Mississippi,0.5375278407684164,0,5,Winstonville,Mississippi,-90.7514931,33.9139987,0.0,1.791759469228055,27,23,0,2,1,3,800
989,577,2017-01-03,500 block of Hawthorne Drive Allen Texas,0.4828313737302301,0,4,Allen,Texas,-96.6664498,33.084276,0.0,1.6094379124341005,27,24,3,2,3,0,353
990,578,2017-01-04,14520 Village Drive Fontana California,1.178350206951907,3,1,Fontana,California,-117.4861745,34.0437426,1.3862943611198906,0.6931471805599453,27,24,2,3,1,2,908
991,579,2017-01-06,100 Terminal Dr Fort Lauderdale Florida,1.8380046731762325,5,6,Fort Lauderdale,Florida,-80.14354399999998,26.0703315,1.791759469228055,1.9459101490553128,26,24,2,2,2,2,905
992,579,2017-01-06,100 block of W Claremont St Pasadena California,1.0986122886681096,2,2,Pasadena,California,-118.152891,34.1666645,1.0986122886681098,1.0986122886681098,27,23,2,2,1,1,905
993,580,2017-01-07,2500 block of Churchill Ave Flint Michigan,0.9010913347279288,1,3,Flint,Michigan,-83.65878570000002,43.03413,0.6931471805599453,1.3862943611198906,24,24,0,0,6,3,944
994,581,2017-01-11,4200 block of S Talman Chicago Illinois,0.9010913347279288,1,3,Chicago,Illinois,-87.691135,41.817299,0.6931471805599453,1.3862943611198906,24,24,5,2,6,2,249
995,581,2017-01-11,Hawkins Street and Christie Street Newark New Jersey,0.9010913347279288,1,3,Newark,New Jersey,-74.1388467,40.7278889,0.6931471805599453,1.3862943611198906,25,23,0,0,2,1,249
996,582,2017-01-12,500 block of Sunrise St Salinas California,1.0986122886681096,2,2,Salinas,California,-121.6141734,36.685208,1.0986122886681098,1.0986122886681098,24,24,2,1,0,1,65
997,582,2017-01-12,8607 E 61st Terrace Kansas City Missouri,1.2999897393843562,3,2,Kansas City,Missouri,-94.48556909999999,39.01221839999999,1.3862943611198906,1.0986122886681098,25,23,0,0,0,0,65
998,583,2017-01-15,6000 block of Church Road Magnolia Mississippi,0.9680344001221916,1,4,Magnolia,Mississippi,-90.5340219,31.12852920000001,0.6931471805599453,1.6094379124341005,24,23,1,2,1,3,34
999,583,2017-01-15,County Road Y Capulin Colorado,1.178350206951907,3,1,Capulin,Colorado,-106.1042689,37.298152,1.3862943611198906,0.6931471805599453,25,22,0,0,0,0,34
1000,584,2017-01-16,6011 NW 32nd Ave Miami Florida,0.6591673732008658,0,8,Miami,Florida,-80.2488814,25.8294289,0.0,2.19722457733622,24,22,2,1,2,1,1151
1001,584,2017-01-16,8535 Martin Luther King Boulevard Houston Texas,0.4828313737302301,0,4,Houston,Texas,-95.3361908,29.6590475,0.0,1.6094379124341005,25,21,3,1,2,2,1151
1002,585,2017-01-20,4700 block of E Montecito Ave Fresno California,0.4828313737302301,0,4,Fresno,California,-119.7409618,36.7340778,0.0,1.6094379124341005,24,21,3,0,3,0,273
1003,585,2017-01-20,Smart Road Como Mississippi,0.9680344001221916,1,4,Como,Mississippi,-89.7741592,34.533330600000006,0.6931471805599453,1.6094379124341005,25,20,2,2,2,6,273
1004,586,2017-01-21,500 block of Delta Road Memphis Tennessee,1.0986122886681096,2,2,Memphis,Tennessee,-90.0808349,35.0182963,1.0986122886681098,1.0986122886681098,23,21,0,3,2,6,333
1005,586,2017-01-21,500 NE 2nd St Boynton Beach Florida,0.5375278407684164,0,5,Boynton Beach,Florida,-80.0616617,26.5309038,0.0,1.791759469228055,24,20,3,0,3,0,333
1006,586,2017-01-21,6510 Tara Blvd Jonesboro Georgia,0.583773044716594,0,6,Jonesboro,Georgia,-84.37207099999998,33.5768877,0.0,1.9459101490553128,25,19,2,2,2,4,333
1007,587,2017-01-22,2841 Greenbriar Pkwy SW Atlanta Georgia,1.178350206951907,3,1,Atlanta,Georgia,-84.4934528,33.6877868,1.3862943611198906,0.6931471805599453,25,21,2,1,2,4,104
1008,587,2017-01-22,1800 block of W 63rd Chicago (Englewood) Illinois,0.4828313737302301,0,4,Chicago (Englewood),Illinois,-87.66934559999999,41.77959050000001,0.0,1.6094379124341005,26,20,1,2,2,2,104
1009,587,2017-01-22,200 block of Oak Shore Dr Manvel Texas,1.2999897393843562,3,2,Manvel,Texas,-95.35799399999999,29.4627365,1.3862943611198906,1.0986122886681098,27,19,4,0,2,1,104
1010,588,2017-01-25,500 block of E 75th St Chicago Illinois,0.583773044716594,0,6,Chicago,Illinois,-87.61229200000002,41.7586749,0.0,1.9459101490553128,26,20,2,2,3,2,797
1011,589,2017-01-26,1510 Maryland Drive Albany Georgia,1.1849169104036439,2,3,Albany,Georgia,-84.18309559999999,31.5847264,1.0986122886681098,1.3862943611198906,25,21,2,0,2,1,856
1012,590,2017-01-27,221 Morgan St Brownsville Tennessee,0.7193685818395111,0,10,Brownsville,Tennessee,-89.23223469999998,35.5976273,0.0,2.3978952727983707,23,21,1,2,2,6,248
1013,590,2017-01-27,Tenino Dr W Bremerton Washington,1.1266065387038702,4,0,Bremerton,Washington,-122.8283605,47.5625175,1.6094379124341005,0.0,24,20,0,0,0,0,248
1014,591,2017-01-29,6363 Hearne Ave Shreveport Louisiana,0.9680344001221916,1,4,Shreveport,Louisiana,-93.7798997,32.4489324,0.6931471805599453,1.6094379124341005,24,20,0,1,3,3,878
1015,592,2017-01-30,5410 Lakeland Ave N Minneapolis (Crystal) Minnesota,0.4828313737302301,0,4,Minneapolis (Crystal),Minnesota,-93.35386379999998,45.0513311,0.0,1.6094379124341005,24,21,0,0,0,0,452
1016,593,2017-01-31,2900 block of Martin Luther King Jr Ave Washington District of Columbia,0.4828313737302301,0,4,Washington,District of Columbia,-76.99638089999998,38.8458805,0.0,1.6094379124341005,23,21,0,0,1,3,455
1017,593,2017-01-31,1576 S White Station Rd Memphis Tennessee,0.4828313737302301,0,4,Memphis,Tennessee,-89.8903632,35.088061100000004,0.0,1.6094379124341005,24,20,2,1,3,6,455
1018,594,2017-02-06,11th Street Yazoo City Mississippi,1.1266065387038702,4,0,Yazoo City,Mississippi,-90.4005548,32.8608092,1.6094379124341005,0.0,24,21,2,2,6,6,1045
1019,595,2017-02-07,25 Par Drive Little Rock Arkansas,0.9680344001221916,1,4,Little Rock,Arkansas,-92.4290204,34.6728628,0.6931471805599453,1.6094379124341005,23,21,0,0,6,3,17
1020,595,2017-02-07,5500 block of Fairfield Road Columbia South Carolina,0.4828313737302301,0,4,Columbia,South Carolina,-81.02573459999998,34.0592634,0.0,1.6094379124341005,24,20,0,0,2,0,17
1021,596,2017-02-08,16379 Euclid Ave Cleveland Ohio,0.9680344001221916,1,4,Cleveland,Ohio,-81.566014,41.54613519999999,0.6931471805599453,1.6094379124341005,23,20,0,3,0,5,1124
1022,597,2017-02-09,3150 Robinson Road Jackson Mississippi,1.1266065387038702,4,0,Jackson,Mississippi,-90.2397385,32.3066483,1.6094379124341005,0.0,22,20,2,1,7,3,714
1023,598,2017-02-10,2nd St and Dryades St New Orleans Louisiana,1.022730867160378,1,5,New Orleans,Louisiana,-90.0853936,29.9348463,0.6931471805599453,1.791759469228055,21,21,1,0,2,1,392
1024,599,2017-02-11,Clifton Road and Midway Drive Savannah Tennessee,0.4828313737302301,0,4,Savannah,Tennessee,-88.23280279999999,35.2352699,0.0,1.6094379124341005,20,22,3,0,8,2,124
1025,599,2017-02-11,100 block of N Mayfield Chicago Illinois,0.9010913347279288,1,3,Chicago,Illinois,-87.7718712,41.8823943,0.6931471805599453,1.3862943611198906,21,21,2,1,2,3,124
1026,600,2017-02-12,Church Ave and Obadiah St Greenville Florida,0.5375278407684164,0,5,Greenville,Florida,-83.6395612,30.4636624,0.0,1.791759469228055,19,21,0,1,2,2,850
1027,600,2017-02-12,253 South William Street Newburgh New York,0.9010913347279288,1,3,Newburgh,New York,-74.01899209999998,41.4964007,0.6931471805599453,1.3862943611198906,20,20,0,1,1,3,850
1028,600,2017-02-12,908 Truman Blvd Caruthersville Missouri,1.0689760711085556,1,6,Caruthersville,Missouri,-89.66759590000002,36.1898675,0.6931471805599453,1.9459101490553128,21,19,0,0,5,0,850
1029,601,2017-02-15,3949 South Albany Avenue Chicago Illinois,1.2999897393843562,3,2,Chicago,Illinois,-87.7018465,41.8211962,1.3862943611198906,1.0986122886681098,19,19,2,1,2,4,289
1030,601,2017-02-15,30 Soledad Street Salinas California,0.4828313737302301,0,4,Salinas,California,-121.6526853,36.6788084,0.0,1.6094379124341005,20,18,0,2,0,1,289
1031,602,2017-02-18,1000 block of Yukon St South Bend Indiana,0.9010913347279288,1,3,South Bend,Indiana,-86.2634534,41.6915138,0.6931471805599453,1.3862943611198906,20,19,0,1,3,6,506
1032,602,2017-02-18,1 block of N Conestoga Philadelphia Pennsylvania,0.4828313737302301,0,4,Philadelphia,Pennsylvania,-75.2297531,39.9606588,0.0,1.6094379124341005,21,18,0,1,2,3,506
1033,603,2017-02-19,Church Street and East Virginia Beach Blvd Norfolk Virginia,0.9010913347279288,1,3,Norfolk,Virginia,-76.2792522,36.8564798,0.6931471805599453,1.3862943611198906,21,18,0,1,2,2,613
1034,604,2017-02-20,1082 East 105th Street Cleveland Ohio,0.5375278407684164,0,5,Cleveland,Ohio,-81.61577109999998,41.5275505,0.0,1.791759469228055,20,18,1,3,2,5,436
1035,605,2017-02-21,Butts Road Toomsuba Mississippi,1.1266065387038702,4,0,Toomsuba,Mississippi,-88.4990502,32.434517699999994,1.6094379124341005,0.0,20,18,2,0,5,3,328
1036,605,2017-02-21,16700 Lorain Ave Cleveland Ohio,0.4828313737302301,0,4,Cleveland,Ohio,-81.81394170000002,41.4509274,0.0,1.6094379124341005,21,17,2,2,3,4,328
1037,606,2017-02-22,191 Genesee St Rochester New York,0.4828313737302301,0,4,Rochester,New York,-77.63619449999999,43.1464474,0.0,1.6094379124341005,21,17,1,0,4,2,521
1038,607,2017-02-25,3604 Moncrief Rd Jacksonville Florida,0.9680344001221916,1,4,Jacksonville,Florida,-81.67649420000002,30.3602912,0.6931471805599453,1.6094379124341005,20,18,1,0,1,1,713
1039,607,2017-02-25,1564 Niles Cortland Rd SE Warren Ohio,1.1849169104036439,2,3,Warren,Ohio,-80.74105820000003,41.2209559,1.0986122886681098,1.3862943611198906,21,17,3,1,4,2,713
1040,608,2017-02-26,1700 Grant St Gary Indiana,0.9680344001221916,1,4,Gary,Indiana,-87.3567022,41.5858875,0.6931471805599453,1.6094379124341005,21,19,1,0,3,6,891
1041,609,2017-02-27,11810 Fountain Way Newport News Virginia,0.4828313737302301,0,4,Newport News,Virginia,-76.47167209999998,37.085587,0.0,1.6094379124341005,20,21,1,0,2,1,108
1042,610,2017-02-28,1700 of Casey Dr Cincinnati Ohio,0.583773044716594,0,6,Cincinnati,Ohio,-84.5462386,39.17776360000001,0.0,1.9459101490553128,20,21,3,3,6,9,293
1043,611,2017-03-03,8300 block of Trey Ave Riverside California,0.5375278407684164,0,5,Riverside,California,-117.4625923,33.9405676,0.0,1.791759469228055,20,21,1,2,0,1,407
1044,611,2017-03-03,7165 Germantown Ave Philadelphia Pennsylvania,0.4828313737302301,0,4,Philadelphia,Pennsylvania,-75.1907202,40.06015220000001,0.0,1.6094379124341005,21,20,1,0,5,0,407
1045,612,2017-03-04,2500 block of 33rd St Sacramento California,0.4828313737302301,0,4,Sacramento,California,-121.4697831,38.5554271,0.0,1.6094379124341005,21,22,2,2,1,2,733
1046,612,2017-03-04,23rd and Bellview Topeka Kansas,0.9680344001221916,1,4,Topeka,Kansas,-95.644968,39.02610900000001,0.6931471805599453,1.6094379124341005,22,21,0,0,0,0,733
1047,613,2017-03-05,600 block of 32nd Street Columbus Georgia,0.4828313737302301,0,4,Columbus,Georgia,-84.9851066,32.4940719,0.0,1.6094379124341005,21,22,0,0,3,1,69
1048,614,2017-03-07,W 76th St and S May St Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.65266919999998,41.7559709,0.0,1.6094379124341005,19,23,1,3,4,6,286
1049,615,2017-03-10,4200 block of Touro St New Orleans (Gentilly) Louisiana,1.178350206951907,3,1,New Orleans (Gentilly),Louisiana,-90.0618643,30.00083080000001,1.3862943611198906,0.6931471805599453,18,23,0,2,1,2,464
1050,615,2017-03-10,123 E 51st St Chicago Illinois,1.0986122886681096,2,2,Chicago,Illinois,-87.62147370000002,41.8017657,1.0986122886681098,1.0986122886681098,19,22,1,2,4,5,464
1051,616,2017-03-15,2508 Pasadena Ave Metairie Louisiana,1.178350206951907,3,1,Metairie,Louisiana,-90.17660649999999,29.99746549999999,1.3862943611198906,0.6931471805599453,18,25,1,1,2,1,501
1052,617,2017-03-18,16000 block of Rutherford Detroit Michigan,1.2999897393843562,3,2,Detroit,Michigan,-83.20415969999998,42.40855560000001,1.3862943611198906,1.0986122886681098,18,26,0,1,7,8,346
1053,618,2017-03-19,1512 Portland Avenue Louisville Kentucky,1.022730867160378,1,5,Louisville,Kentucky,-85.77495429999998,38.2618516,0.6931471805599453,1.791759469228055,18,26,0,0,2,4,1174
1054,619,2017-03-22,1133 E Grand Ave Rothschild Wisconsin,1.2542316284596384,5,0,Rothschild,Wisconsin,-89.60953330000002,44.8997294,1.791759469228055,0.0,17,31,0,0,2,6,821
1055,620,2017-03-24,5100 block of Palm St Saint Louis Missouri,1.0689760711085556,1,6,Saint Louis,Missouri,-90.2546445,38.6764559,0.6931471805599453,1.9459101490553128,17,33,0,0,1,3,925
1056,620,2017-03-24,300 block of South Villa Avenue Fresno California,0.9680344001221916,1,4,Fresno,California,-119.714147,36.7407196,0.6931471805599453,1.6094379124341005,18,32,2,3,2,2,925
1057,621,2017-03-25,E 79th St and Woodland Ave Cleveland Ohio,1.0986122886681096,2,2,Cleveland,Ohio,-81.63337469999998,41.4881809,1.0986122886681098,1.0986122886681098,17,32,1,3,2,5,576
1058,621,2017-03-25,8443 Grand River Ave Detroit Michigan,0.9010913347279288,1,3,Detroit,Michigan,-83.1209599,42.3612245,0.6931471805599453,1.3862943611198906,18,31,1,0,6,9,576
1059,621,2017-03-25,Minnesota Ave Knoxville Tennessee,0.9680344001221916,1,4,Knoxville,Tennessee,-83.9578046,35.9846368,0.6931471805599453,1.6094379124341005,19,30,0,0,3,5,576
1060,622,2017-03-26,4601 Kellogg Ave Cincinnati Ohio,1.6008052187396111,2,15,Cincinnati,Ohio,-84.4283671,39.0929146,1.0986122886681098,2.772588722239781,19,30,2,2,6,7,85
1061,622,2017-03-26,5619 Aldine Bender Rd Houston Texas,1.2518599757979068,2,4,Houston,Texas,-95.305694,29.9320869,1.0986122886681098,1.6094379124341005,20,29,0,3,0,3,85
1062,622,2017-03-26,E 75th St Cleveland Ohio,1.0986122886681096,2,2,Cleveland,Ohio,-81.63638470000002,41.5075735,1.0986122886681098,1.0986122886681098,21,28,3,1,5,2,85
1063,623,2017-03-27,209 Hays Dr Sanford Florida,1.2518599757979068,2,4,Sanford,Florida,-81.28167009999999,28.7893255,1.0986122886681098,1.6094379124341005,21,28,0,3,0,3,132
1064,624,2017-03-30,2704 E 75th St Chicago Illinois,1.1266065387038702,4,0,Chicago,Illinois,-87.55838690000002,41.76008150000001,1.6094379124341005,0.0,21,28,2,4,6,6,419
1065,625,2017-04-01,1200 block of N Woodward Avenue Oklahoma City Oklahoma,1.1849169104036439,2,3,Oklahoma City,Oklahoma,-97.5756083,35.4804884,1.0986122886681098,1.3862943611198906,20,28,0,0,0,0,196
1066,625,2017-04-01,219 S Howard Ave Tampa Florida,0.9680344001221916,1,4,Tampa,Florida,-82.4832392,27.9420289,0.6931471805599453,1.6094379124341005,21,27,1,2,1,2,196
1067,625,2017-04-01,100 block of Madoline Street Pittsburg California,0.5375278407684164,0,5,Pittsburg,California,-121.8944371,38.005369,0.0,1.791759469228055,22,26,2,2,2,1,196
1068,626,2017-04-02,2500 Martin Luther King Jr. Parkway Des Moines Iowa,0.5375278407684164,0,5,Des Moines,Iowa,-93.6474528,41.6169159,0.0,1.791759469228055,21,31,0,0,0,2,1172
1069,626,2017-04-02,3500 block of W Van Buren St Chicago Illinois,1.2518599757979068,2,4,Chicago,Illinois,-87.71305,41.875681,1.0986122886681098,1.6094379124341005,22,30,3,3,6,5,1172
1070,627,2017-04-03,5401 Ave Q Lubbock Texas,0.6238324625039507,0,7,Lubbock,Texas,-101.8509502,33.5446603,0.0,2.0794415416798357,22,33,1,2,0,0,605
1071,627,2017-04-03,1100 block of W Stiles St Philadelphia Pennsylvania,1.178350206951907,3,1,Philadelphia,Pennsylvania,-75.1539602,39.97170149999999,1.3862943611198906,0.6931471805599453,23,32,0,2,0,5,605
1072,628,2017-04-06,2000 block of Tulip St Lake Charles Louisiana,0.9010913347279288,1,3,Lake Charles,Louisiana,-93.193029,30.2112,0.6931471805599453,1.3862943611198906,23,32,2,0,3,1,735
1073,629,2017-04-07,5600 block of W Lake St Chicago Illinois,1.022730867160378,1,5,Chicago,Illinois,-87.7657871,41.8877402,0.6931471805599453,1.791759469228055,22,32,2,2,5,4,1075
1074,629,2017-04-07,1600 block of English St Saint Paul Minnesota,1.3345506928718538,4,1,Saint Paul,Minnesota,-93.0459403,44.991864,1.6094379124341005,0.6931471805599453,23,31,0,0,2,0,1075
1075,629,2017-04-07,3829 Mount Pleasant St Houston Texas,1.2542316284596384,5,0,Houston,Texas,-95.3662002,29.685672600000004,1.791759469228055,0.0,24,30,2,2,2,2,1075
1076,629,2017-04-07,1423 29th Ave Dr NE Hickory North Carolina,1.178350206951907,3,1,Hickory,North Carolina,-81.30467349999998,35.7671098,1.3862943611198906,0.6931471805599453,25,29,0,1,1,2,1075
1077,630,2017-04-09,9439 Lima Rd Fort Wayne Indiana,0.9010913347279288,1,3,Fort Wayne,Indiana,-85.16695179999998,41.1694457,0.6931471805599453,1.3862943611198906,25,29,0,1,9,6,1067
1078,630,2017-04-09,3100 block of Fidelia Drive San Antonio Texas,0.9010913347279288,1,3,San Antonio,Texas,-98.5604275,29.3092344,0.6931471805599453,1.3862943611198906,26,28,3,1,2,0,1067
